Race,Candidate,Vote Type,Locality,Votes
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 2-12,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 3-1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 3-1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 3-2,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 3-2,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 3-3,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 3-3,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 3-4,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 3-4,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 3-5,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 3-5,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 3-6,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 3-6,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 3-9,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 3-9,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 3-10,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 3-10,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 3-11,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 3-11,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 3-12,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 3-12,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 3-14,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 3-14,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 4-1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 4-1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 4-2,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 4-2,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 4-4,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 4-4,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 4-5,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 4-5,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 4-6,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 4-6,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 4-7,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 4-7,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 4-10,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 4-10,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 4-13,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 4-13,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 5-1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 5-1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 5-3,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 5-3,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 5-4,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 5-4,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 5-5,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 5-5,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 5-6,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 5-6,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 5-7,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 5-7,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 5-8,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 5-8,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 5-9,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 5-9,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 5-10,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 5-10,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 5-12,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 5-12,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,East Orange 5-13,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,East Orange 5-13,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Essex Fells 1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Essex Fells 1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Essex Fells 2,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Essex Fells 2,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Fairfield 1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Fairfield 1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Fairfield 2,2
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Fairfield 2,2
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Fairfield 3,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Fairfield 3,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Fairfield 4,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Fairfield 4,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Fairfield 5,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Fairfield 5,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Glen Ridge 1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Glen Ridge 1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Glen Ridge 2,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Glen Ridge 2,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Glen Ridge 3,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Glen Ridge 3,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Glen Ridge 4,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Glen Ridge 4,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Glen Ridge 5,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Glen Ridge 5,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Glen Ridge 7,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Glen Ridge 7,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Glen Ridge 8,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Glen Ridge 8,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington N-1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington N-1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington N-2,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington N-2,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington N-3,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington N-3,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington N-4,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington N-4,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington N-5,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington N-5,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington N-6,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington N-6,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington N-7,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington N-7,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington N-8,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington N-8,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington N-9,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington N-9,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington S-1,2
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington S-1,2
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington S-2,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington S-2,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington S-3,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington S-3,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington S-5,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington S-5,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington S-7,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington S-7,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington S-8,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington S-8,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington S-9,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington S-9,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington S-10,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington S-10,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington S-11,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington S-11,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington E-1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington E-1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington E-2,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington E-2,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington E-3,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington E-3,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington E-4,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington E-4,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington E-5,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington E-5,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington E-8,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington E-8,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington E-9,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington E-9,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington E-10,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington E-10,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington W-1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington W-1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington W-2,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington W-2,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington W-3,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington W-3,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington W-4,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington W-4,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington W-6,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington W-6,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington W-7,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington W-7,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington W-8,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington W-8,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Irvington W-9,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Irvington W-9,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 1,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 2,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 2,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 3,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 3,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 4,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 4,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 5,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 5,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 6,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 6,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 7,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 7,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 8,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 8,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 9,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 9,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 10,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 10,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 11,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 11,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 12,2
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 12,2
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 13,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 13,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 14,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 14,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 15,2
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 15,2
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 16,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 16,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 17,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 17,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 18,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 18,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 19,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 19,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 20,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 20,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 21,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 21,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 22,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 22,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 23,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 23,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 24,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 24,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 25,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 25,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Livingston 26,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Livingston 26,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Maplewood 1,4
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Maplewood 1,4
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Maplewood 2,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Maplewood 2,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Maplewood 3,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Maplewood 3,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Maplewood 4,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Maplewood 4,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Maplewood 5,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Maplewood 5,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Maplewood 6,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Maplewood 6,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Maplewood 7,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Maplewood 7,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Maplewood 8,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Maplewood 8,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Maplewood 9,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Maplewood 9,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Maplewood 10,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Maplewood 10,1
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Maplewood 11,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Maplewood 11,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Maplewood 12,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Maplewood 12,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Maplewood 13,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Maplewood 13,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Maplewood 14,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Maplewood 14,0
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Election,Maplewood 15,2
For Governor / Lt. Governor (Vote For 1),NBP - RICCARDI /,Total Votes,Maplewood 15,2
